sentence,SOCIAL_LABEL,GRI_LABEL
"4 Tham gia xây dựng chiến lược phát triển Công ty giai đoạn 2022 - 2025, đặc biệt là chiến lược phát triển nguồn nhân lực và cán bộ quản lý cấp cao của Công ty trung và dài hạn thuộc thẩm quyền HĐQT.",S,GRI407
"Xác định các chiến lược phát triển, mục tiêu và kế hoạch cũng như những chỉ tiêu thành tích cơ bản của Công ty.",U,
Xác định các ưu tiên hoạt động của Công ty.,S,GRI419
Xây dựng chính sách tổ chức cho toàn Công ty.,S,GRI407
Đánh giá năng suất dài hạn trong các hoạt động của Công ty.,S,GRI412-2
"2 20/04/2022 Rà soát, báo cáo tình hình thực hiện chiến lược Quý 1/2022.",U,
"Tham mưu cho HĐQT mức cổ tức năm 2021 và kế hoạch chi trả cổ tức năm 2021 3 30/06/2022 Xem xét đề xuất đầu tư máy móc, thiết bị cho nhà máy của Ban điều hành để trình HĐQT.",U,
Rà soát tình hình thực hiện chỉ tiêu kinh doanh Quý 2/2022; Xem xét các giải pháp hoạt động sản xuất kinh doanh trong 6 tháng cuối năm 2022.,U,
4 30/09/2022 Rà soát tình hình thực hiện chỉ tiêu kinh doanh Quý 3/2022; Dự báo kết quả kinh doanh Quý 4/2022 và cả năm 2022; Xây dựng kế hoạch sản xuất kinh doanh năm 2023.,U,
Giám sát hoạt động của ban điều hành đảm bảo đạt được kế hoạch sản xuất kinh doanh 2022 ĐHĐCĐ giao phó và phù hợp với chiến lược phát triển của Công ty.,S,GRI404-3
"3 Tham mưu, tư vấn về các dự án đầu tư ngắn, trung và dài hạn thuộc thẩm quyền HĐQT.",S,GRI407
"2 Xây dựng chiến lược phát triển, mục tiêu và kế hoạch kinh doanh giai đoạn 2022 - 2025.",U,
1 Triển khai thực hiện hoàn thành kế hoạch kinh doanh 2023 do ĐHĐCĐ giao.,U,
4 Tham mưu cho HĐQT mức cổ tức hàng năm và trung hạn.,U,
"Cập nhật các thông tin về sự thay đổi, biến động của thị trường đảm bảo chiến lược phát triển của Công ty bắt kịp với tốc độ thay đổi của môi trường, đặc biệt là cuộc cách mạng công nghiệp 4.0, tình hình dịch bệnh phức tạp.",S,GRI413-1
Một trong số họ được bổ nhiệm làm Chủ tịch Ủy ban.,S,GRI404-3
Một trong số họ được bổ nhiệm làm Chủ tịch Ủy ban.,S,GRI404-3
Có ít nhất 01 thành viên trong Ủy ban Kiểm toán là chuyên gia về kế toán tài chính và không làm việc cho phòng kế toán/ tài chính của Công ty.,S,GRI404-3
Góp ý kiến về ứng viên cho vị trí Kiểm toán độc lập.,S,GRI404-3
Góp ý kiến về bản dự thảo hợp đồng sẽ được ký với thành viên Kiểm toán độc lập.,S,GRI404-3
Giám sát việc áp dụng các tiêu chuẩn kế toán trong việc chuẩn trị các báo cáo tài chính.,S,GRI401
"Đánh giá mức độ chính xác và mức VAI TRÒ, TRÁCH NHIỆM độ hoàn thiện của những thông tin tài chính trước khi công bố.",S,GRI404-3
Đánh giá tính độc lập của Kiểm toán độc lập.,S,GRI412-2
Giám sát chức năng Kiểm toán nội bộ và Kiểm toán độc lập.,S,GRI404-3
"Rà soát những điều kiện có thể dẫn đến việc miễn nhiệm Kiểm toán độc lập, và đề xuất ý kiến trong những trường hợp như vậy.",U,
Thực thi những nhiệm vụ khác liên quan tới chức năng kiểm toán trong Công ty do Hội đồng Quản trị giao phó.,S,GRI413-1
"CÁC CUỘC HỌP TRONG NĂM 2022 KẾT QUẢ HOẠT ĐỘNG NĂM 2022 ĐỊNH HƯỚNG HOẠT ĐỘNG NĂM 2023 STT THỜI GIAN NỘI DUNG HỌP 1 08/03/2022 Rà soát, xem xét BCTC các quý, bán niên và BCTC năm 2021.",U,
Đánh giá đề xuất kế hoạch và việc thực hiện kế hoạch kiểm toán 2022 của công ty kiểm toán độc lập.,U,
"2 25/04/2022 Xây dựng và hoàn thiện phương pháp, chính sách, quy trình và khung quản trị rủi ro tại TNG.",U,
"3 30/06/2022 Đưa ra những khuyến nghị Ban Điều hành và HĐQT về việc sớm xây dựng và ban hành chính sách Quản lý rủi ro, hướng đến các thông lệ quản trị quốc tế.",U,
4 30/09/2022 Đưa ra kế hoạch xây dựng và củng cố lực lượng kiểm toán viên đủ về số lượng và chất lượng.,U,
Đề xuất kế hoạch và việc thực hiện kế hoạch kiểm toán 2023 của công ty kiểm toán độc lập.,U,
"Hoạt động nổi bật trong năm 2022 Ủy ban đã kiện toàn được cơ cấu tổ chức của ủy ban, tiểu ban trực thuộc và tiến hành 46 chương trình kiểm toán.",S,GRI404-3
3 Giám sát tính tuân thủ các quy định của pháp luật và quy định nội bộ.,S,GRI419
"2 Tiếp tục giám sát báo cáo tài chính và hệ thống kiểm soát nội bộ & quản lý rủi ro, kiểm toán nội bộ.",S,GRI404-3
1 Đề xuất lựa chọn đơn vị kiểm toán độc lập cho báo cáo tài chính năm 2023.,U,
"4 Tham gia xây dựng chiến lược phát triển Công ty giai đoạn 2022 - 2025, đặc biệt là hoàn thiện hệ thống kiểm soát - kiểm toán nội bộ và quản trị rủi ro.",U,
Xây dựng kế hoạch phát triển dài hạn của Công ty theo định hướng phát triển bền vững.,S,GRI404-3
Giám sát và đánh giá hoạt động lập Báo cáo Doanh nghiệp bền vững hàng năm theo tiêu chuẩn GRI.,S,GRI404-3
Giám sát và đánh giá việc thực hiện đánh giá Doanh nghiệp theo Bộ chỉ số Doanh nghiệp bền vững CSI của VCCI.,S,GRI412-2
"3 30/06/2022 Xem xét, rà soát các vấn đề trọng yếu tại TNG trong mối quan hệ tương quan giữa 3 lĩnh vực: Kinh tế - Môi trường - Xã hội.",U,
4 30/09/2022 Xây dựng kế hoạch thực thi chiến lược phát triển bền vững tại TNG cho năm 2023 và giai đoạn 2020 - 2025.,U,
Hoạch định chiến lược phát triển chương trình phát triển bền vững của Công ty theo quy định.,U,
"Giám sát thực hiện các chính sách đối với người lao động, giảm thiểu lãng phí về năng lượng, góp phần tích cực trong việc bảo vệ môi trường.",S,GRI402
1 Duy trì đạt Top Doanh nghiệp bền vững năm 2023.,U,
Công ty tuân thủ đầy đủ các quy định của pháp luật Việt Nam hiện hành về quản trị công ty niêm yết.,S,GRI419
"Đồng thời, áp dụng các tiêu chuẩn về Quản trị công ty dựa trên các thông lệ tốt của quốc tế: Thẻ điểm quản trị Công ty khu vực Asean.",S,GRI402
Nguyên tắc quản trị G20/OECD.,S,GRI419
QUẢN TRỊ RỦI RO MÔ HÌNH KHUNG QUẢN TRỊ RỦI RO TẠI TNG Mô hình khung quản trị rủi ro tại TNG gồm có 5 cấu phần chính.,U,
"CHIẾN LƯỢC QUẢN TRỊ RỦI RO Chiến lược quản trị rủi ro được xây dựng phù hợp với mục tiêu của doanh nghiệp, định hướng xây dựng các cấu phần khác của khung quản trị rủi ro.",S,GRI404-3
CẤU TRÚC QUẢN TRỊ RỦI RO Cấu trúc quản trị rủi ro là nền tảng của các hoạt động quản lý rủi ro trong doanh nghiệp.,U,
"CHÍNH SÁCH, THỦ TỤC, BÁO CÁO Chính sách, thủ tục, báo cáo bao gồm các chính sách, thủ tục được văn bản hóa và các kênh báo cáo trong doanh nghiệp.",S,GRI402
"CÔNG CỤ QUẢN TRỊ RỦI RO Các công cụ quản trị rủi ro sử dụng để phát hiện, tổng hợp, đánh giá và giảm thiểu rủi ro.",S,GRI404-3
CÔNG NGHỆ THÔNG TIN Hệ thống công nghệ thông tin hỗ trợ và tự động hóa hoạt động quản trị rủi ro.,S,GRI402
CÔNG TÁC QUẢN TRỊ RỦI RO CUNG CẤP MỘT CÁI NHÌN TOÀN DIỆN VÀ NHẤT QUÁN VỀ RỦI RO.,U,
ĐÂY LÀ MỘT CÔNG CỤ QUAN TRỌNG TRONG QUẢN TRỊ HIỆU QUẢ VÀ QUẢN TRỊ PHÁT TRIỂN BỀN VỮNG VÀ LÀ HOẠT ĐỘNG QUẢN TRỊ TIÊU BIỂU ĐƯỢC CÔNG TY ĐẶC BIỆT QUAN TÂM.,U,
"TUYẾN 3 Đánh giá độc lập, khách quan và tư vấn về tất cả các vấn đề liên quan đến việc đạt các mục tiêu của tổ chức.",S,GRI402
"Trước tình hình, TNG luôn tuân thủ nghiêm ngặt các chính sách phòng dịch của nhà nước, địa phương nơi Công ty hoạt động.",S,GRI413-1
TNG đã chủ động thực thi các công tác phòng dịch nhằm đảm bảo ổn định sản xuất và an toàn cho người lao động.,S,GRI403
"Đặc biệt, Việt Nam đã thay đổi chính sách từ zero Covid sang thích ứng an toàn, linh hoạt và kiểm soát hiệu quả dịch bệnh, vừa phục hồi vừa phát triển kinh tế theo Nghị quyết số 128/NQ-CP của Chính phủ.",U,
"Theo thông tin Hiệp hội Dệt May Việt Nam (VITAS) năm 2022, ngành dệt may Việt Nam ước đạt kim ngạch xuất khẩu 44 tỷ USD, tăng 8,8% so với năm 2021.",U,
Đây là toàn bộ nỗ lực của các doanh nghiệp dệt may Việt Nam.,U,
Các Hiệp định thương mại tự do góp phần thúc đẩy giá trị xuất khẩu của ngành dệt may Việt Nam trong năm 2022.,U,
"Cụ thể, sản phẩm dệt may sẽ bắt đầu được hưởng thuế ưu đãi theo EVFTA và RCEP giúp các doanh nghiệp dệt may Việt Nam nói chung cũng như TNG nói riêng đứng trước các cơ hội tiềm năng mở rộng xuất khẩu đến thị trường quốc tế.",U,
"TNG là một doanh nghiệp hoạt động trong lĩnh vực dệt may, thị phần chính là thị trường xuất khẩu nên Công ty sẽ chịu rủi ro biến động tỷ giá giữa Việt Nam và ngoại tệ tương đương.",U,
"Biện pháp phòng ngừa: Định kỳ hàng tháng, hằng quý, TNG luôn chủ động khi tìm đến các giải pháp phòng ngừa và kiểm soát rủi ro tỷ giá hiệu quả.",S,GRI402
"Đồng thời, TNG luôn lập kế hoạch theo dõi sát sao diễn biến tỷ giá trên thị trường để có những quyết sách linh hoạt, phù hợp, từ đó tránh được những cú sốc khi thị trường có biến động tiêu cực.",U,
"Bên cạnh đó, với mục đích tối ưu hóa lợi nhuận, Công ty luôn phải đối mặt với các chi phí lao động tăng cao, vì vậy để đảm bảo năng suất các doanh nghiệp cần phải gia tăng hiệu quả quản lý để phát triển lợi nhuận.",S,GRI402
"RỦI RO NGUỒN LAO ĐỘNG Biện pháp phòng ngừa: Xây dựng môi trường làm việc công bằng với chính sách lương luôn cao hơn mặt bằng chung cùng nhiều chính sách ưu đãi, thu hút người lao động.",S,GRI401-2
"Tăng cường tổ chức các lớp đào tạo, hỗ trợ người lao động nâng cao tay nghề, cơ hội thăng tiến.",S,GRI404
"Bên cạnh những rủi ro trên thì TNG cũng luôn đối mặt với những rủi ro khác mà không thể rào trước như dịch bệnh, thiên tai, lạm phát, chiến tranh Nga - Ukraine không hồi kết...",U,
"Trong năm 2022, dịch bệnh Covid-19 tiếp diễn và phức tạp khiến nhu cầu tiêu thụ sản phẩm giảm, các nhà máy xí nghiệp bị buộc dừng hoạt động.",U,
Đây là những khó khăn chung mà các doanh nghiệp sản xuất đều phải đối mặt.,U,
"Vì vậy, để phòng ngừa các rủi ro bất khả kháng có thể xảy ra, TNG luôn có những biện pháp phòng chống và ứng phó kịp thời nhằm giảm sự thiệt hại đến tình hình sản xuất kinh doanh.",U,
"Trường hợp Công ty công bố phương án chọn lựa chi trả cổ tức cổ phiếu “Scrip dividend”, Công ty có trả cổ tức trong 60 ngày kể từ ngày công bố không?",S,GRI402
"03/06/2022 thông qua chi trả cổ tức năm 2021 bằng cổ phiếu tỷ lệ 8% thanh toán ngày 14/06/2022, chi trả cổ tức năm 2022 bằng tiền tỷ lệ 4% thanh toán ngày 01/07/2022.",U,
Thực hiện chi trả cổ tức năm 2022 tính đến nay: ÐHÐCÐ thường niên 2022 thông qua mức cổ tức dự kiến là 16%.,U,
Ngày 12/10/2022 TNG đã thông qua tạm ứng cổ tức đợt 1 năm 2022 bằng tiền tỷ lệ 4% ngày thanh toán 20/10/2022.,U,
Ngày 10/01/2023 TNG đã thông qua tạm ứng cổ tức đợt 2 năm 2022 bằng tiền tỷ lệ 4% ngày thanh toán 17/01/2023.,U,
"Tốt Tham chiếu Ðiều 6, Ðiều 12, Ðiều 15 Ðiều lệ Công ty.",U,
"Tốt Tham chiếu Ðiều 28 Ðiều lệ Công ty, Tài liệu ÐHÐCÐ thường niên 2022 thể hiện nội dung này.",U,
A.3.2 Công ty có cho phép cổ đông không có quyền kiểm soát quyền đề cử TV HÐQT?,S,GRI412-2
Tốt Tham chiếu điều 25 Ðiều lệ Công ty.,S,GRI419
Tốt Tham chiếu điều 25 Ðiều lệ Công ty.,S,GRI419
BÁO CÁO THƯỜNG NIÊN 2022 QUẢN TRỊ DOANH NGHIỆP 178 179 THẺ ĐIỂM QUẢN TRỊ ASEAN (tt) TT NỘI DUNG CÂU HỎI ĐÁNH GIÁ CƠ SỞ ĐÁNH GIÁ A.3.3 Công ty cho phép cổ đông bầu chọn từng TV HÐQT?,S,GRI412-2
Tốt Tham chiếu điều 25 Ðiều lệ Công ty.,S,GRI419
Tốt Tham chiếu điều 25 Ðiều lệ Công ty.,S,GRI419
A.3.4 Công ty có công bố thủ tục biểu quyết được sử dụng trước Ðại hội tiến hành?,S,GRI407
Tốt Thủ tục biểu quyết được công bố trong Tài liệu họp ÐHÐCÐ trước 21 ngày khai mạc Ðại hội.,S,GRI407
A.3.5 Biên bản họp ÐHÐCÐ mới nhất có ghi nhận rằng cổ đông có cơ hội đặt câu hỏi hoặc kiến nghị các vấn đề?,S,GRI407
Tốt Tham chiếu biên bản họp ÐHÐCÐ hàng năm.,S,GRI402
"A.3.6 Công ty có công bố kết quả bầu chọn bao gồm số phiếu thông qua, phản đối và phiếu trống cho mỗi nội dung dự thảo lấy ý kiến của ÐHÐCÐ gần nhất?",S,GRI404-3
Tốt A.3.7 Công ty có công bố danh sách TV HÐQT tham dự ÐHÐCÐ gần nhất?,S,GRI402
Tốt A.3.8 Công ty có công bố rằng tất cả TV HÐQT và TGÐ tham dự ÐHÐCÐ gần nhất?,S,GRI402
Tốt A.3.9 Công ty có cho phép biểu quyết vắng mặt?,S,GRI412-2
Chưa đáp ứng Quy chế nội bộ về quản trị Công ty có quy định về hình thức biểu quyết từ xa nhưng tại TNG chưa đáp ứng đủ các điều kiện cần thiết để thực hiện.,S,GRI418
Sẽ xem xét thực hiện tại các kỳ Ðại hội sau.,S,GRI404-3
A.3.10 Công ty sử dụng hình thức biểu quyết căn cứ theo số phiếu biểu quyết của Cổ đông (không phải bằng cách giơ tay) đối với mọi Nghị quyết tại ÐHÐCÐ mới nhất?,S,GRI407
